id,color_hex,brand,product_line,shade_name,product_type,color_rgb,color_hsl,color_lab_l,color_lab_a,color_lab_b,brightness,saturation,hue_degree,undertone,undertone_confidence,color_depth,color_family,color_family_confidence,finish,finish_confidence,recommended_skin_undertone,recommended_skin_depth,seasonal_palette
artdeco-961,#a45463,ARTDECO,Perfect Colour Lipstick,961,lipstick,"{""r"":164,""g"":84,""b"":99}","{""h"":348.75,""s"":32.26,""l"":48.63}",45.8199,34.5217,6.5341,45.82,32.26,348.75,neutral,0.6167,medium,dusty-rose,0.4935,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
artdeco-red-hibiscus,#bd3d3e,ARTDECO,Full Precision Lipstick,Red Hibiscus,lipstick,"{""r"":189,""g"":61,""b"":62}","{""h"":359.53,""s"":51.2,""l"":49.02}",44.9521,51.2149,28.4872,44.95,51.2,359.53,warm,0.99,medium,red,0.99,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
artdeco-wild-berry-sorbet,#822543,ARTDECO,Full Precision Lipstick,Wild Berry Sorbet,lipstick,"{""r"":130,""g"":37,""b"":67}","{""h"":340.65,""s"":55.69,""l"":32.75}",30.582,41.9993,4.2656,30.58,55.69,340.65,cool,0.99,deep,berry,0.7833,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
artdeco-mellow-mauve,#a9546b,ARTDECO,Full Precision Lipstick,Mellow Mauve,lipstick,"{""r"":169,""g"":84,""b"":107}","{""h"":343.76,""s"":33.6,""l"":49.61}",46.7629,37.3346,3.1229,46.76,33.6,343.76,cool,0.99,medium,mauve,0.6722,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
artdeco-peach-blossom,#b96565,ARTDECO,Full Precision Lipstick,Peach Blossom,lipstick,"{""r"":185,""g"":101,""b"":101}","{""h"":0.0,""s"":37.5,""l"":56.08}",52.4688,33.6079,15.0875,52.47,37.5,0.0,warm,0.99,medium,peach,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
artdeco-shy-core,#df6270,ARTDECO,Full Precision Lipstick,Shy Core,lipstick,"{""r"":223,""g"":98,""b"":112}","{""h"":353.28,""s"":66.14,""l"":62.94}",57.6531,49.9867,16.6556,57.65,66.14,353.28,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
artdeco-floral-balcony,#a24c80,ARTDECO,Full Precision Lipstick,Floral Balcony,lipstick,"{""r"":162,""g"":76,""b"":128}","{""h"":323.72,""s"":36.13,""l"":46.67}",44.816,41.9529,-12.6343,44.82,36.13,323.72,cool,0.99,medium,mauve,0.4696,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
artdeco-116-poppy-red,#990616,ARTDECO,Perfect Matt Lipstick,116 Poppy Red,lipstick,"{""r"":153,""g"":6,""b"":22}","{""h"":353.47,""s"":92.45,""l"":31.18}",31.722,54.1991,35.4244,31.72,92.45,353.47,warm,0.99,deep,red,0.7691,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
artdeco-144-pinky-mauve,#8f1d59,ARTDECO,Perfect Matt Lipstick,144 Pinky Mauve,lipstick,"{""r"":143,""g"":29,""b"":89}","{""h"":328.42,""s"":66.28,""l"":33.73}",32.7912,51.027,-6.6238,32.79,66.28,328.42,cool,0.99,deep,mauve,0.5,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
artdeco-160-rosy-cloud,#d2687c,ARTDECO,Perfect Matt Lipstick,160 Rosy Cloud,lipstick,"{""r"":210,""g"":104,""b"":124}","{""h"":348.68,""s"":54.08,""l"":61.57}",57.1348,43.7211,8.6464,57.13,54.08,348.68,cool,0.7,medium,rose,0.7643,velvet,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
artdeco-179-indian-rose,#c54a5e,ARTDECO,Perfect Matt Lipstick,179 Indian Rose,lipstick,"{""r"":197,""g"":74,""b"":94}","{""h"":350.24,""s"":51.46,""l"":53.14}",48.9821,50.595,14.7503,48.98,51.46,350.24,warm,0.5468,medium,rose,0.7643,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
artdeco-188-dark-rosewood,#9f4954,ARTDECO,Perfect Matt Lipstick,188 Dark Rosewood,lipstick,"{""r"":159,""g"":73,""b"":84}","{""h"":352.33,""s"":37.07,""l"":45.49}",42.427,36.7837,10.8347,42.43,37.07,352.33,cool,0.77,medium,mlbb,0.569,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-nude-plum,#84423d,Axiology,Axiology Beauty Lipstick,NUDE PLUM,lipstick,"{""r"":132,""g"":66,""b"":61}","{""h"":4.23,""s"":36.79,""l"":37.84}",36.2528,27.727,16.0248,36.25,36.79,4.23,cool,0.5443,deep,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
axiology-strawberry,#7a2009,Axiology,Axiology Beauty Lipstick,STRAWBERRY,lipstick,"{""r"":122,""g"":32,""b"":9}","{""h"":12.21,""s"":86.26,""l"":25.69}",27.274,37.8816,35.4665,27.27,86.26,12.21,warm,0.99,deep,rose,0.35,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-raspberry,#f2f1f0,Axiology,Axiology Beauty Lipstick,RASPBERRY,lipstick,"{""r"":242,""g"":241,""b"":240}","{""h"":30.0,""s"":7.14,""l"":94.51}",95.1943,0.1569,0.5988,95.19,7.14,30.0,cool,0.7915,fair,berry,0.4845,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
axiology-ros-,#97473d,Axiology,Axiology Beauty Lipstick,ROSÉ,lipstick,"{""r"":151,""g"":71,""b"":61}","{""h"":6.67,""s"":42.45,""l"":41.57}",40.2865,32.6516,21.8629,40.29,42.45,6.67,warm,0.99,deep,rose,0.4845,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-watermelon,#a73035,Axiology,Axiology Beauty Lipstick,WATERMELON,lipstick,"{""r"":167,""g"":48,""b"":53}","{""h"":357.48,""s"":55.35,""l"":42.16}",38.8795,48.6434,25.5607,38.88,55.35,357.48,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-cherry,#55190d,Axiology,Axiology Beauty Lipstick,CHERRY,lipstick,"{""r"":85,""g"":25,""b"":13}","{""h"":10.0,""s"":73.47,""l"":19.22}",18.6109,27.1211,22.4476,18.61,73.47,10.0,warm,0.99,deep,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-peach,#aa3e37,Axiology,Axiology Beauty Lipstick,PEACH,lipstick,"{""r"":170,""g"":62,""b"":55}","{""h"":3.65,""s"":51.11,""l"":44.12}",41.6416,43.8556,27.8487,41.64,51.11,3.65,warm,0.99,deep,peach,0.5138,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
axiology-sorbet,#f2f1ef,Axiology,Axiology Beauty Lipstick,SORBET,lipstick,"{""r"":242,""g"":241,""b"":239}","{""h"":40.0,""s"":10.34,""l"":94.31}",95.1693,-0.0183,1.0804,95.17,10.34,40.0,cool,0.45,fair,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
axiology-clementine,#b25942,Axiology,Axiology Beauty Lipstick,CLEMENTINE,lipstick,"{""r"":178,""g"":89,""b"":66}","{""h"":12.32,""s"":45.9,""l"":47.84}",48.2672,34.1921,29.8219,48.27,45.9,12.32,warm,0.99,medium,brick,0.5333,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
axiology-bonafide,#9d1922,Axiology,Axiology Beauty Lipstick,BONAFIDE,lipstick,"{""r"":157,""g"":25,""b"":34}","{""h"":355.91,""s"":72.53,""l"":35.69}",33.9438,52.1528,30.9207,33.94,72.53,355.91,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-clarity,#780712,Axiology,Axiology Beauty Lipstick,CLARITY,lipstick,"{""r"":120,""g"":7,""b"":18}","{""h"":354.16,""s"":88.98,""l"":24.9}",24.29,44.8352,28.1012,24.29,88.98,354.16,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-elusive,#520705,Axiology,Axiology Beauty Lipstick,ELUSIVE,lipstick,"{""r"":82,""g"":7,""b"":5}","{""h"":1.56,""s"":88.51,""l"":17.06}",15.2618,32.9096,21.5551,15.26,88.51,1.56,warm,0.99,deep,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-enamor,#690d2e,Axiology,Axiology Beauty Lipstick,ENAMOR,lipstick,"{""r"":105,""g"":13,""b"":46}","{""h"":338.48,""s"":77.97,""l"":23.14}",21.9057,40.6982,5.5076,21.91,77.97,338.48,cool,0.7,deep,wine,0.65,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
axiology-joy,#89252e,Axiology,Axiology Beauty Lipstick,JOY,lipstick,"{""r"":137,""g"":37,""b"":46}","{""h"":354.6,""s"":57.47,""l"":34.12}",31.4408,42.6153,19.4351,31.44,57.47,354.6,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-noble,#f0eeef,Axiology,Axiology Beauty Lipstick,NOBLE,lipstick,"{""r"":240,""g"":238,""b"":239}","{""h"":330.0,""s"":6.25,""l"":93.73}",94.2723,0.8439,-0.2464,94.27,6.25,330.0,cool,0.9315,fair,mauve,0.6167,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium""]",summer
axiology-philosophy,#bd6e6b,Axiology,Axiology Beauty Lipstick,PHILOSOPHY,lipstick,"{""r"":189,""g"":110,""b"":107}","{""h"":2.2,""s"":38.32,""l"":58.04}",55.1082,30.9462,15.2992,55.11,38.32,2.2,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
axiology-true,#640708,Axiology,Axiology Beauty Lipstick,TRUE,lipstick,"{""r"":100,""g"":7,""b"":8}","{""h"":359.35,""s"":86.92,""l"":20.98}",19.5556,38.6737,26.5296,19.56,86.92,359.35,warm,0.99,deep,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-worth,#761805,Axiology,Axiology Beauty Lipstick,WORTH,lipstick,"{""r"":118,""g"":24,""b"":5}","{""h"":10.09,""s"":91.87,""l"":24.12}",25.312,39.4555,35.0114,25.31,91.87,10.09,warm,0.99,deep,wine,0.65,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",winter
axiology-attitude,#870826,Axiology,Axiology Beauty Lipstick,ATTITUDE,lipstick,"{""r"":135,""g"":8,""b"":38}","{""h"":345.83,""s"":88.81,""l"":28.04}",28.0237,49.6181,20.3035,28.02,88.81,345.83,warm,0.6808,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-brave,#50070b,Axiology,Axiology Beauty Lipstick,BRAVE,lipstick,"{""r"":80,""g"":7,""b"":11}","{""h"":356.71,""s"":83.91,""l"":17.06}",14.8563,32.4704,18.4848,14.86,83.91,356.71,warm,0.99,deep,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-devotion,#f1f0f1,Axiology,Axiology Beauty Lipstick,DEVOTION,lipstick,"{""r"":241,""g"":240,""b"":241}","{""h"":300.0,""s"":3.45,""l"":94.31}",94.8958,0.5097,-0.364,94.9,3.45,300.0,cool,0.9315,fair,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
axiology-dimension,#884c3a,Axiology,Axiology Beauty Lipstick,DIMENSION,lipstick,"{""r"":136,""g"":76,""b"":58}","{""h"":13.85,""s"":40.21,""l"":38.04}",39.0876,23.4459,21.6874,39.09,40.21,13.85,warm,0.99,deep,brick,0.4778,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
axiology-fundamental,#5f0d13,Axiology,Axiology Beauty Lipstick,FUNDAMENTAL,lipstick,"{""r"":95,""g"":13,""b"":19}","{""h"":355.61,""s"":75.93,""l"":21.18}",19.0921,35.8553,20.215,19.09,75.93,355.61,warm,0.99,deep,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-identity,#b55660,Axiology,Axiology Beauty Lipstick,IDENTITY,lipstick,"{""r"":181,""g"":86,""b"":96}","{""h"":353.68,""s"":39.09,""l"":52.35}",48.6688,39.4504,12.7178,48.67,39.09,353.68,warm,0.99,medium,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-instinct,#934b39,Axiology,Axiology Beauty Lipstick,INSTINCT,lipstick,"{""r"":147,""g"":75,""b"":57}","{""h"":12.0,""s"":44.12,""l"":40.0}",40.4629,28.5478,24.367,40.46,44.12,12.0,warm,0.99,deep,brick,0.4679,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
axiology-loyalty,#933b3b,Axiology,Axiology Beauty Lipstick,LOYALTY,lipstick,"{""r"":147,""g"":59,""b"":59}","{""h"":0.0,""s"":42.72,""l"":40.39}",37.2041,37.1429,18.9762,37.2,42.72,0.0,warm,0.99,deep,rose,0.5167,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-reflection,#692149,Axiology,Axiology Beauty Lipstick,REFLECTION,lipstick,"{""r"":105,""g"":33,""b"":73}","{""h"":326.67,""s"":52.17,""l"":27.06}",25.4813,36.3492,-7.7755,25.48,52.17,326.67,cool,0.99,deep,berry,0.49,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-serene,#814a47,Axiology,Axiology Beauty Lipstick,SERENE,lipstick,"{""r"":129,""g"":74,""b"":71}","{""h"":3.1,""s"":29.0,""l"":39.22}",37.8796,22.9756,11.9131,37.88,29.0,3.1,neutral,0.5409,deep,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-enlighten,#816f8e,Axiology,Axiology Beauty Lipstick,ENLIGHTEN,lipstick,"{""r"":129,""g"":111,""b"":142}","{""h"":274.84,""s"":12.25,""l"":49.61}",49.483,13.2422,-14.3187,49.48,12.25,274.84,cool,0.6265,medium,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-ethos,#432118,Axiology,Axiology Beauty Lipstick,ETHOS,lipstick,"{""r"":67,""g"":33,""b"":24}","{""h"":12.56,""s"":47.25,""l"":17.84}",17.2133,15.2688,13.2843,17.21,47.25,12.56,warm,0.99,deep,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-fortune,#f2eff0,Axiology,Axiology Beauty Lipstick,FORTUNE,lipstick,"{""r"":242,""g"":239,""b"":240}","{""h"":340.0,""s"":10.34,""l"":94.31}",94.6965,1.1768,-0.1277,94.7,10.34,340.0,cool,0.9315,fair,mauve,0.575,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium""]",summer
axiology-infinite,#630e15,Axiology,Axiology Beauty Lipstick,INFINITE,lipstick,"{""r"":99,""g"":14,""b"":21}","{""h"":355.06,""s"":75.22,""l"":22.16}",20.1307,36.9368,20.3243,20.13,75.22,355.06,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-intrinsic,#c3887c,Axiology,Axiology Beauty Lipstick,INTRINSIC,lipstick,"{""r"":195,""g"":136,""b"":124}","{""h"":10.14,""s"":37.17,""l"":62.55}",62.2263,21.0262,15.5144,62.23,37.17,10.14,warm,0.99,light,rose,0.99,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
axiology-phenomenon,#5a4457,Axiology,Axiology Beauty Lipstick,PHENOMENON,lipstick,"{""r"":90,""g"":68,""b"":87}","{""h"":308.18,""s"":13.92,""l"":30.98}",31.7984,13.129,-7.6549,31.8,13.92,308.18,cool,0.9315,deep,plum,0.99,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
axiology-radiance,#8e120c,Axiology,Axiology Beauty Lipstick,RADIANCE,lipstick,"{""r"":142,""g"":18,""b"":12}","{""h"":2.77,""s"":84.42,""l"":30.2}",29.9408,48.8441,38.1132,29.94,84.42,2.77,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-spirit,#894935,Axiology,Axiology Beauty Lipstick,SPIRIT,lipstick,"{""r"":137,""g"":73,""b"":53}","{""h"":14.29,""s"":44.21,""l"":37.25}",38.4492,25.1646,23.9148,38.45,44.21,14.29,warm,0.99,deep,brick,0.4778,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
axiology-strength,#7c0506,Axiology,Axiology Beauty Lipstick,STRENGTH,lipstick,"{""r"":124,""g"":5,""b"":6}","{""h"":359.5,""s"":92.25,""l"":25.29}",24.9776,46.0919,34.7567,24.98,92.25,359.5,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
axiology-the-goodness,#984748,Axiology,Axiology Beauty Lipstick,THE GOODNESS,lipstick,"{""r"":152,""g"":71,""b"":72}","{""h"":359.26,""s"":36.32,""l"":43.73}",40.6569,33.9955,15.6405,40.66,36.32,359.26,warm,0.99,deep,rose,0.5167,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
axiology-caramel,#f1f2f0,Axiology,Axiology Beauty Lipstick,CARAMEL,lipstick,"{""r"":241,""g"":242,""b"":240}","{""h"":90.0,""s"":7.14,""l"":94.51}",95.3695,-0.6853,0.8454,95.37,7.14,90.0,warm,0.579,fair,milk-tea,0.99,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium""]",autumn
axiology-champagne,#ae7b62,Axiology,Axiology Beauty Lipstick,CHAMPAGNE,lipstick,"{""r"":174,""g"":123,""b"":98}","{""h"":19.74,""s"":31.93,""l"":53.33}",56.1361,16.7115,21.5723,56.14,31.93,19.74,warm,0.99,medium,nude,0.99,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
axiology-chestnut,#f1f1f1,Axiology,Axiology Beauty Lipstick,CHESTNUT,lipstick,"{""r"":241,""g"":241,""b"":241}","{""h"":0.0,""s"":0.0,""l"":94.51}",95.145,-0.0,0.0,95.14,0.0,0.0,cool,0.8136,fair,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
axiology-frosting,#f4f4f2,Axiology,Axiology Beauty Lipstick,FROSTING,lipstick,"{""r"":244,""g"":244,""b"":242}","{""h"":60.0,""s"":8.33,""l"":95.29}",96.1398,-0.3515,0.9607,96.14,8.33,60.0,cool,0.6265,fair,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
bareminerals-peony,#d58377,bareMinerals,BAREPRO® Longwear Lipstick,Peony,lipstick,"{""r"":213,""g"":131,""b"":119}","{""h"":7.66,""s"":52.81,""l"":65.1}",63.1058,30.2187,19.8853,63.11,52.81,7.66,warm,0.99,light,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bareminerals-camellia,#cb7c60,bareMinerals,BAREPRO® Longwear Lipstick,Camellia,lipstick,"{""r"":203,""g"":124,""b"":96}","{""h"":15.7,""s"":50.71,""l"":58.63}",59.8521,27.8125,28.2424,59.85,50.71,15.7,warm,0.99,light,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bareminerals-petal,#ca757c,bareMinerals,BAREPRO® Longwear Lipstick,Petal,lipstick,"{""r"":202,""g"":117,""b"":124}","{""h"":355.06,""s"":44.5,""l"":62.55}",58.7304,34.0642,10.7508,58.73,44.5,355.06,neutral,0.5409,light,pink,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
bareminerals-bloom,#c85d6a,bareMinerals,BAREPRO® Longwear Lipstick,Bloom,lipstick,"{""r"":200,""g"":93,""b"":106}","{""h"":352.71,""s"":49.31,""l"":57.45}",53.1154,43.7925,13.3659,53.12,49.31,352.71,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bareminerals-cinnamon,#ca6e6b,bareMinerals,BAREPRO® Longwear Lipstick,Cinnamon,lipstick,"{""r"":202,""g"":110,""b"":107}","{""h"":1.89,""s"":47.26,""l"":60.59}",56.8537,35.9317,17.9737,56.85,47.26,1.89,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bareminerals-strawberry,#ad4b5c,bareMinerals,BAREPRO® Longwear Lipstick,Strawberry,lipstick,"{""r"":173,""g"":75,""b"":92}","{""h"":349.59,""s"":39.52,""l"":48.63}",45.2088,41.6822,10.1329,45.21,39.52,349.59,cool,0.7,medium,dusty-rose,0.4935,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
bareminerals-boysenberry,#91435c,bareMinerals,BAREPRO® Longwear Lipstick,Boysenberry,lipstick,"{""r"":145,""g"":67,""b"":92}","{""h"":340.77,""s"":36.79,""l"":41.57}",39.2557,35.6841,1.0408,39.26,36.79,340.77,cool,0.99,deep,mauve,0.4713,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",summer
bareminerals-spice,#a55148,bareMinerals,BAREPRO® Longwear Lipstick,Spice,lipstick,"{""r"":165,""g"":81,""b"":72}","{""h"":5.81,""s"":39.24,""l"":46.47}",44.7368,33.7569,21.4201,44.74,39.24,5.81,warm,0.99,medium,chili,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bareminerals-nutmeg,#a04235,bareMinerals,BAREPRO® Longwear Lipstick,Nutmeg,lipstick,"{""r"":160,""g"":66,""b"":53}","{""h"":7.29,""s"":50.23,""l"":41.76}",40.6207,38.1525,27.4034,40.62,50.23,7.29,warm,0.99,deep,brick,0.4722,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
bareminerals-raisin,#562023,bareMinerals,BAREPRO® Longwear Lipstick,Raisin,lipstick,"{""r"":86,""g"":32,""b"":35}","{""h"":356.67,""s"":45.76,""l"":23.14}",20.5703,25.344,10.7321,20.57,45.76,356.67,neutral,0.5409,deep,rose,0.5167,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bareminerals-carnation,#c85d65,bareMinerals,BAREPRO® Longwear Lipstick,Carnation,lipstick,"{""r"":200,""g"":93,""b"":101}","{""h"":355.51,""s"":49.31,""l"":57.45}",53.0053,43.3168,16.1692,53.01,49.31,355.51,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bareminerals-geranium,#a93344,bareMinerals,BAREPRO® Longwear Lipstick,Geranium,lipstick,"{""r"":169,""g"":51,""b"":68}","{""h"":351.36,""s"":53.64,""l"":43.14}",39.9529,49.0653,17.689,39.95,53.64,351.36,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bareminerals-hibiscus,#c4094a,bareMinerals,BAREPRO® Longwear Lipstick,Hibiscus,lipstick,"{""r"":196,""g"":9,""b"":74}","{""h"":339.14,""s"":91.22,""l"":40.2}",41.8906,66.9453,17.4379,41.89,91.22,339.14,warm,0.6808,deep,wine,0.65,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",winter
bareminerals-petunia,#a81553,bareMinerals,BAREPRO® Longwear Lipstick,Petunia,lipstick,"{""r"":168,""g"":21,""b"":83}","{""h"":334.69,""s"":77.78,""l"":37.06}",36.9079,58.9719,3.8849,36.91,77.78,334.69,cool,0.85,deep,rose,0.35,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bareminerals-dahlia,#b55591,bareMinerals,BAREPRO® Longwear Lipstick,Dahlia,lipstick,"{""r"":181,""g"":85,""b"":145}","{""h"":322.5,""s"":39.34,""l"":52.16}",49.9386,46.1452,-14.8202,49.94,39.34,322.5,cool,0.99,medium,mauve,0.4696,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
bareminerals-raspberry,#961334,bareMinerals,BAREPRO® Longwear Lipstick,Raspberry,lipstick,"{""r"":150,""g"":19,""b"":52}","{""h"":344.89,""s"":77.51,""l"":33.14}",32.2575,52.4304,17.1034,32.26,77.51,344.89,cool,0.65,deep,berry,0.5357,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
